Date,Open,High,Low,Close,Adj Close,Volume
2014-10-07,4295.000000,4300.000000,4295.000000,4300.000000,4300.000000,291
2014-10-08,4241.500000,4327.000000,4241.500000,4312.810059,4312.810059,1000
2014-10-09,4266.500000,4266.500000,4256.990234,4256.990234,4256.990234,1037
2014-10-10,4245.000000,4245.000000,4215.459961,4215.459961,4215.459961,52
2014-10-13,4150.000000,4158.500000,4133.000000,4158.500000,4158.500000,114
2014-10-14,4163.580078,4163.580078,4163.580078,4163.580078,4163.580078,100
2014-10-15,4130.000000,4161.000000,4130.000000,4161.000000,4161.000000,54
2014-10-16,4033.399902,4135.000000,4033.399902,4100.000000,4100.000000,1340
2014-10-17,4159.000000,4159.000000,4100.000000,4115.000000,4115.000000,779
2014-10-20,4107.000000,4107.000000,4107.000000,4104.000000,4104.000000,191
2014-10-21,4230.000000,4230.000000,4230.000000,4230.000000,4230.000000,43
2014-10-22,4288.790039,4288.790039,4268.000000,4268.000000,4268.000000,30
2014-10-23,4268.000000,4278.000000,4236.000000,4252.509766,4252.509766,2002
2014-10-24,3950.000000,3969.989990,3868.000000,3894.300049,3894.300049,4368
2014-10-27,3910.000000,3935.989990,3901.000000,3926.000000,3926.000000,813
2014-10-28,3982.000000,4005.000000,3982.000000,3993.500000,3993.500000,8997
2014-10-29,3994.000000,4004.989990,3984.000000,4004.989990,4004.989990,1221
2014-10-30,3950.000000,4020.000000,3950.000000,4020.000000,4020.000000,2124
2014-10-31,4090.399902,4110.000000,4086.649902,4110.000000,4110.000000,549
2014-11-03,4110.000000,4166.000000,4110.000000,4160.000000,4160.000000,1331
2014-11-04,4125.000000,4125.600098,4084.000000,4110.000000,4110.000000,723
2014-11-05,4026.000000,4039.989990,4014.000000,4025.000000,4025.000000,320
2014-11-06,4015.000000,4028.000000,4011.000000,4020.810059,4020.810059,6874
2014-11-07,4046.000000,4046.000000,4040.449951,4045.000000,4045.000000,1944
2014-11-10,4070.000000,4160.000000,4070.000000,4160.000000,4160.000000,228
2014-11-11,4143.200195,4225.000000,4143.200195,4220.640137,4220.640137,3053
2014-11-12,4205.700195,4221.000000,4205.700195,4221.000000,4221.000000,819
2014-11-13,4290.410156,4309.000000,4285.000000,4300.000000,4300.000000,1433
2014-11-14,4375.209961,4480.000000,4375.209961,4434.000000,4434.000000,5776
2014-11-18,4395.000000,4450.000000,4395.000000,4408.209961,4408.209961,1368
2014-11-19,4430.000000,4450.000000,4412.709961,4450.000000,4450.000000,775
2014-11-20,4523.169922,4525.000000,4490.000000,4490.000000,4490.000000,356
2014-11-21,4569.000000,4569.000000,4527.890137,4530.000000,4530.000000,328
2014-11-24,4550.009766,4587.299805,4550.000000,4587.299805,4587.299805,1261
2014-11-25,4533.649902,4560.000000,4533.649902,4560.000000,4560.000000,354
2014-11-26,4573.000000,4573.000000,4573.000000,4573.000000,4573.000000,233
2014-11-27,4573.000000,4573.000000,4573.000000,4573.000000,4573.000000,0
2014-11-28,4658.410156,4729.000000,4658.410156,4708.000000,4708.000000,785
2014-12-01,4708.000000,4708.000000,4565.700195,4565.700195,4565.700195,8378
2014-12-02,4566.000000,4566.000000,4566.000000,4566.000000,4566.000000,20
2014-12-03,4548.279785,4548.279785,4462.189941,4470.299805,4470.299805,678
2014-12-04,4465.000000,4490.450195,4465.000000,4471.209961,4471.209961,35
2014-12-05,4460.200195,4497.299805,4450.000000,4497.299805,4497.299805,6527
2014-12-08,4500.000000,4500.000000,4441.500000,4441.500000,4441.500000,570
2014-12-09,4425.000000,4500.000000,4425.000000,4498.000000,4498.000000,593
2014-12-10,4480.500000,4484.500000,4455.000000,4455.000000,4455.000000,2950
2014-12-11,4550.000000,4575.000000,4543.200195,4556.000000,4556.000000,441
2014-12-15,4556.000000,4556.000000,4556.000000,4556.000000,4556.000000,0
2014-12-16,4455.009766,4457.330078,4383.490234,4383.490234,4383.490234,281
2014-12-17,4330.000000,4330.000000,4300.000000,4305.000000,4305.000000,1092
2014-12-18,4290.000000,4348.000000,4290.000000,4348.000000,4348.000000,2528
2014-12-19,4403.000000,4403.000000,4380.000000,4389.830078,4389.830078,1221
2014-12-22,4442.500000,4494.169922,4442.500000,4490.000000,4490.000000,1298
2014-12-23,4457.000000,4520.000000,4457.000000,4490.000000,4490.000000,535
2014-12-24,4480.399902,4480.399902,4462.000000,4462.000000,4462.000000,310
2014-12-26,4494.600098,4569.990234,4494.600098,4569.990234,4569.990234,43
2014-12-29,4570.000000,4604.000000,4570.000000,4600.000000,4600.000000,286
2014-12-30,4600.000000,4600.000000,4600.000000,4600.000000,4600.000000,0
2014-12-31,4600.000000,4611.189941,4600.000000,4611.189941,4611.189941,190
2015-01-02,4610.000000,4649.000000,4563.000000,4563.000000,4563.000000,420
2015-01-05,4540.000000,4540.000000,4500.009766,4509.000000,4509.000000,433
2015-01-06,4465.000000,4465.000000,4465.000000,4465.000000,4465.000000,25
2015-01-07,4465.870117,4465.870117,4385.000000,4385.000000,4385.000000,343
2015-01-08,4407.000000,4419.009766,4405.000000,4414.000000,4414.000000,21253
2015-01-09,4379.850098,4379.850098,4332.000000,4332.000000,4332.000000,33
2015-01-12,4264.000000,4264.000000,4254.299805,4255.000000,4255.000000,1395
2015-01-13,4331.240234,4331.240234,4331.240234,4331.240234,4331.240234,200
2015-01-14,4246.000000,4246.000000,4246.000000,4246.000000,4246.000000,501
2015-01-15,4240.000000,4240.000000,4217.500000,4217.500000,4217.500000,1501
2015-01-16,4200.000000,4200.000000,4200.000000,4217.500000,4217.500000,1
2015-01-19,4217.500000,4217.500000,4217.500000,4217.500000,4217.500000,0
2015-01-20,4235.000000,4252.000000,4235.000000,4252.000000,4252.000000,368
2015-01-21,4252.000000,4397.399902,4252.000000,4396.000000,4396.000000,3220
2015-01-22,4419.390137,4566.000000,4320.000000,4560.870117,4560.870117,15006
2015-01-23,4534.000000,4635.000000,4520.000000,4600.000000,4600.000000,6058
2015-01-26,4520.000000,4524.000000,4510.000000,4521.000000,4521.000000,642
2015-01-27,4440.000000,4514.200195,4440.000000,4493.790039,4493.790039,2901
2015-01-28,4526.000000,4526.089844,4495.490234,4495.490234,4495.490234,879
2015-01-29,4465.000000,4609.810059,4465.000000,4609.810059,4609.810059,2170
2015-01-30,5267.000000,5370.000000,5150.000000,5331.500000,5331.500000,9604
2015-02-03,5346.500000,5384.000000,5311.000000,5335.430176,5335.430176,24386
2015-02-04,5294.299805,5441.060059,5294.299805,5441.060059,5441.060059,16705
2015-02-05,5498.000000,5570.009766,5498.000000,5539.000000,5539.000000,2143
2015-02-06,5570.000000,5589.000000,5541.439941,5558.000000,5558.000000,2101
2015-02-09,5530.000000,5530.000000,5465.609863,5487.250000,5487.250000,7202
2015-02-10,5575.000000,5593.000000,5573.169922,5578.000000,5578.000000,1616
2015-02-11,5583.899902,5670.000000,5583.899902,5657.000000,5657.000000,213
2015-02-12,5590.000000,5638.000000,5590.000000,5631.000000,5631.000000,832
2015-02-13,5666.000000,5690.000000,5666.000000,5686.000000,5686.000000,1136
2015-02-16,5686.000000,5686.000000,5686.000000,5686.000000,5686.000000,0
2015-02-17,5594.000000,5594.000000,5572.000000,5572.000000,5572.000000,1042
2015-02-18,5611.879883,5611.879883,5565.299805,5565.299805,5565.299805,1544
2015-02-19,5650.410156,5695.000000,5650.410156,5672.000000,5672.000000,338
2015-02-20,5718.120117,5757.500000,5718.120117,5757.500000,5757.500000,899
2015-02-23,5757.490234,5757.490234,5704.689941,5704.689941,5704.689941,182
2015-02-24,5672.669922,5672.669922,5637.319824,5637.319824,5637.319824,1497
2015-02-25,5728.799805,5771.000000,5728.799805,5762.000000,5762.000000,877
2015-02-26,5765.209961,5790.000000,5745.600098,5773.000000,5773.000000,190
2015-02-27,5720.000000,5720.000000,5681.000000,5681.000000,5681.000000,700
2015-03-02,5777.850098,5786.000000,5768.000000,5786.000000,5786.000000,2346
2015-03-03,5747.000000,5756.000000,5747.000000,5748.000000,5748.000000,405
2015-03-04,5794.000000,5800.500000,5794.000000,5800.500000,5800.500000,492
2015-03-05,5858.799805,5909.250000,5858.799805,5909.250000,5909.250000,72
2015-03-06,5895.000000,5895.000000,5873.640137,5873.640137,5873.640137,303
2015-03-09,5816.979980,5876.500000,5816.979980,5872.930176,5872.930176,1449
2015-03-10,5739.000000,5786.790039,5739.000000,5786.790039,5786.790039,1347
2015-03-11,5736.000000,5736.000000,5710.450195,5716.000000,5716.000000,268
2015-03-12,5754.350098,5768.000000,5754.350098,5768.000000,5768.000000,586
2015-03-13,5707.209961,5716.399902,5701.390137,5709.520020,5709.520020,182
2015-03-17,5715.000000,5776.649902,5715.000000,5745.609863,5745.609863,33
2015-03-18,5670.000000,5676.299805,5670.000000,5676.299805,5676.299805,120
2015-03-19,5741.500000,5741.500000,5714.970215,5716.500000,5716.500000,3330
2015-03-20,5699.990234,5702.049805,5687.000000,5693.500000,5693.500000,613
2015-03-23,5682.890137,5682.890137,5625.899902,5625.899902,5625.899902,290
2015-03-24,5569.500000,5572.899902,5569.500000,5572.899902,5572.899902,34
2015-03-25,5665.799805,5665.799805,5566.410156,5566.410156,5566.410156,629
2015-03-26,5566.000000,5566.000000,5556.700195,5556.700195,5556.700195,1333
2015-03-27,5626.000000,5655.000000,5622.000000,5655.000000,5655.000000,93
2015-03-30,5703.000000,5717.109863,5700.000000,5716.500000,5716.500000,156
2015-03-31,5750.000000,5753.000000,5722.500000,5722.500000,5722.500000,310
2015-04-01,5617.500000,5617.500000,5580.000000,5590.000000,5590.000000,669
2015-04-06,5554.350098,5630.000000,5554.350098,5630.000000,5630.000000,138
2015-04-07,5634.000000,5634.000000,5609.879883,5609.879883,5609.879883,241
2015-04-08,5683.500000,5683.500000,5673.000000,5680.000000,5680.000000,1940
2015-04-09,5719.000000,5760.759766,5718.000000,5757.700195,5757.700195,2721
2015-04-10,5868.000000,5868.750000,5825.799805,5835.000000,5835.000000,11133
2015-04-13,5860.000000,5860.000000,5831.000000,5860.000000,5860.000000,84
2015-04-14,5880.000000,5880.000000,5815.000000,5871.000000,5871.000000,6232
2015-04-15,5897.000000,5897.000000,5859.000000,5862.000000,5862.000000,5423
2015-04-16,5879.000000,5879.000000,5870.549805,5862.000000,5862.000000,6
2015-04-17,5785.000000,5789.370117,5784.100098,5784.100098,5784.100098,113
2015-04-20,5869.589844,6029.500000,5855.000000,6023.560059,6023.560059,3282
2015-04-21,6030.000000,6079.000000,6000.000000,6040.000000,6040.000000,1166
2015-04-22,6053.959961,6053.959961,6025.000000,6040.000000,6040.000000,649
2015-04-23,5940.000000,6010.000000,5925.000000,6004.049805,6004.049805,3882
2015-04-24,6300.000000,6950.000000,6300.000000,6876.750000,6876.750000,10723
2015-04-27,6825.000000,6825.000000,6736.000000,6736.000000,6736.000000,2254
2015-04-28,6582.000000,6597.000000,6561.500000,6597.000000,6597.000000,3551
2015-04-29,6505.000000,6561.120117,6505.000000,6555.000000,6555.000000,768
2015-04-30,6552.500000,6552.500000,6452.500000,6452.500000,6452.500000,2926
2015-05-04,6629.000000,6629.000000,6559.410156,6559.410156,6559.410156,513
2015-05-05,6516.500000,6535.500000,6516.500000,6535.500000,6535.500000,6227
2015-05-06,6465.410156,6465.410156,6370.319824,6403.959961,6403.959961,2022
2015-05-07,6518.410156,6540.000000,6518.410156,6540.000000,6540.000000,2284
2015-05-08,6577.759766,6582.000000,6566.000000,6566.000000,6566.000000,3040
2015-05-11,6566.000000,6566.000000,6566.000000,6566.000000,6566.000000,0
2015-05-12,6610.680176,6627.899902,6603.000000,6627.899902,6627.899902,2181
2015-05-13,6535.000000,6535.000000,6535.000000,6535.000000,6535.000000,10
2015-05-14,6532.049805,6532.049805,6515.000000,6515.000000,6515.000000,628
2015-05-15,6415.000000,6415.000000,6385.000000,6393.500000,6393.500000,425
2015-05-18,6425.000000,6425.000000,6388.180176,6416.000000,6416.000000,2171
2015-05-19,6494.669922,6494.669922,6392.000000,6392.000000,6392.000000,1152
2015-05-20,6435.000000,6480.000000,6435.000000,6460.000000,6460.000000,255
2015-05-21,6593.200195,6664.029785,6593.200195,6630.000000,6630.000000,1888
2015-05-22,6553.810059,6553.859863,6553.810059,6553.850098,6553.850098,50
2015-05-25,6566.959961,6566.959961,6540.000000,6553.850098,6553.850098,2
2015-05-26,6478.000000,6506.680176,6478.000000,6506.680176,6506.680176,4321
2015-05-27,6607.229980,6615.000000,6607.229980,6615.000000,6615.000000,120
2015-05-28,6573.600098,6573.600098,6553.000000,6553.000000,6553.000000,402
2015-05-29,6621.000000,6651.000000,6619.790039,6619.790039,6619.790039,396
2015-06-01,6710.720215,6710.720215,6707.000000,6707.000000,6707.000000,762
2015-06-02,6612.910156,6663.000000,6612.910156,6653.000000,6653.000000,1458
2015-06-03,6747.350098,6797.000000,6747.350098,6790.000000,6790.000000,2001
2015-06-04,6738.799805,6738.799805,6689.000000,6692.000000,6692.000000,218
2015-06-05,6719.000000,6719.000000,6700.000000,6692.000000,6692.000000,5
2015-06-08,6605.000000,6627.000000,6596.000000,6627.000000,6627.000000,229
2015-06-09,6596.660156,6625.000000,6596.660156,6625.000000,6625.000000,120
2015-06-10,6670.529785,6679.000000,6670.000000,6670.000000,6670.000000,84
2015-06-11,6724.000000,6724.000000,6720.089844,6670.000000,6670.000000,6
2015-06-12,6635.000000,6635.000000,6620.000000,6627.000000,6627.000000,3615
2015-06-15,6537.799805,6555.000000,6534.000000,6550.000000,6550.000000,194
2015-06-16,6554.500000,6593.399902,6554.500000,6582.000000,6582.000000,1012
2015-06-17,6611.100098,6629.500000,6551.750000,6585.000000,6585.000000,3711
2015-06-18,6629.500000,6735.100098,6629.500000,6735.100098,6735.100098,199
2015-06-19,6791.189941,6803.910156,6690.000000,6690.000000,6690.000000,6626
2015-06-22,6690.000000,6720.089844,6658.899902,6658.899902,6658.899902,591
2015-06-23,6724.000000,6835.000000,6724.000000,6833.000000,6833.000000,1194
2015-06-24,6868.000000,6906.000000,6840.799805,6849.000000,6849.000000,1465
2015-06-25,6811.000000,6840.790039,6811.000000,6828.000000,6828.000000,1861
2015-06-26,6853.450195,6887.919922,6793.000000,6793.000000,6793.000000,6054
2015-06-29,6790.000000,6831.000000,6755.220215,6755.220215,6755.220215,3718
2015-06-30,6813.669922,6816.000000,6754.549805,6816.000000,6816.000000,177
2015-07-01,6912.000000,6947.259766,6881.600098,6882.000000,6882.000000,2511
2015-07-02,6819.000000,6870.000000,6819.000000,6868.479980,6868.479980,500
2015-07-03,6868.479980,6868.479980,6868.479980,6868.479980,6868.479980,0
2015-07-06,6850.000000,6852.000000,6842.000000,6844.790039,6844.790039,207
2015-07-07,6814.000000,6891.000000,6800.000000,6891.000000,6891.000000,696
2015-07-08,6817.000000,6837.899902,6800.000000,6837.899902,6837.899902,228
2015-07-09,6910.000000,6910.000000,6881.600098,6881.600098,6881.600098,61
2015-07-10,6986.000000,6995.000000,6975.899902,6976.000000,6976.000000,88
2015-07-13,7020.000000,7182.009766,7020.000000,7163.000000,7163.000000,3111
2015-07-14,7230.000000,7349.990234,7230.000000,7349.990234,7349.990234,573
2015-07-15,7307.000000,7307.500000,7292.459961,7299.990234,7299.990234,585
2015-07-16,7388.000000,7515.000000,7388.000000,7512.810059,7512.810059,1784
2015-07-17,7597.500000,7709.000000,7597.500000,7702.490234,7702.490234,9232
2015-07-20,7777.000000,7869.390137,7776.990234,7817.740234,7817.740234,2731
2015-07-21,7822.000000,7822.000000,7720.000000,7745.459961,7745.459961,461
2015-07-22,7843.000000,7884.799805,7807.810059,7884.799805,7884.799805,8541
2015-07-23,7884.799805,7884.799805,7711.000000,7739.089844,7739.089844,16198
2015-07-24,9186.099609,9240.000000,8647.099609,8652.709961,8652.709961,41182
2015-07-27,8600.000000,8860.000000,8600.000000,8670.009766,8670.009766,4903
2015-07-28,8604.320313,8637.000000,8543.000000,8590.000000,8590.000000,6827
2015-07-29,8559.000000,8639.000000,8531.000000,8615.000000,8615.000000,2270
2015-07-30,8642.980469,8832.190430,8642.980469,8744.209961,8744.209961,2273
2015-07-31,8694.000000,8694.000000,8627.000000,8627.000000,8627.000000,476
2015-08-03,8637.000000,8637.000000,8597.000000,8634.389648,8634.389648,284
2015-08-04,8580.000000,8680.000000,8580.000000,8670.000000,8670.000000,1127
2015-08-05,8700.000000,8821.799805,8700.000000,8821.000000,8821.000000,477
2015-08-06,8750.000000,8821.000000,8630.000000,8659.000000,8659.000000,341
2015-08-07,8433.000000,8470.000000,8422.000000,8422.000000,8422.000000,1030
2015-08-10,8550.000000,8550.000000,8458.809570,8485.000000,8485.000000,619
2015-08-11,8569.110352,8569.110352,8542.509766,8562.000000,8562.000000,657
2015-08-12,8510.000000,8560.000000,8359.209961,8557.000000,8557.000000,479
2015-08-13,8730.000000,8768.500000,8730.000000,8768.500000,8768.500000,1433
2015-08-14,8700.000000,8731.000000,8700.000000,8705.000000,8705.000000,319
2015-08-17,8722.410156,8837.000000,8722.410156,8830.580078,8830.580078,81
2015-08-18,8843.519531,8843.519531,8768.000000,8774.000000,8774.000000,833
2015-08-19,8744.790039,8850.000000,8744.790039,8815.500000,8815.500000,705
2015-08-20,8700.000000,8700.000000,8640.389648,8694.379883,8694.379883,56
2015-08-21,8491.200195,8613.900391,8440.000000,8440.000000,8440.000000,3625
2015-08-24,8120.000000,8290.000000,7740.000000,8140.000000,8140.000000,5877
2015-08-25,8230.500000,8310.599609,8075.700195,8075.700195,8075.700195,1338
2015-08-26,8281.000000,8521.200195,8200.000000,8521.200195,8521.200195,4101
2015-08-27,8844.000000,8844.000000,8617.000000,8711.250000,8711.250000,2993
2015-08-28,8665.200195,8682.599609,8616.500000,8633.379883,8633.379883,1599
2015-08-31,8679.000000,8679.000000,8585.799805,8585.799805,8585.799805,1324
2015-09-01,8550.000000,8550.000000,8450.000000,8463.000000,8463.000000,1811
2015-09-02,8502.000000,8553.000000,8457.500000,8553.000000,8553.000000,220
2015-09-03,8625.929688,8625.929688,8485.980469,8492.049805,8492.049805,13686
2015-09-04,8492.000000,8492.000000,8430.000000,8440.549805,8440.549805,280
2015-09-07,8440.549805,8440.549805,8440.549805,8440.549805,8440.549805,0
2015-09-08,8668.790039,8690.000000,8557.000000,8690.000000,8690.000000,933
2015-09-09,8800.000000,8856.589844,8726.099609,8726.099609,8726.099609,1382
2015-09-10,8656.500000,8808.000000,8656.500000,8714.849609,8714.849609,4994
2015-09-11,8821.000000,8897.000000,8821.000000,8890.750000,8890.750000,2902
2015-09-14,8900.000000,8900.000000,8738.000000,8738.000000,8738.000000,324
2015-09-15,8821.019531,8841.139648,8778.000000,8778.000000,8778.000000,329
2015-09-17,8744.000000,8958.000000,8744.000000,8923.200195,8923.200195,2149
2015-09-18,8923.200195,9026.000000,8890.700195,8990.000000,8990.000000,1125
2015-09-21,9157.000000,9157.000000,9050.000000,9123.959961,9123.959961,7528
2015-09-22,9063.599609,9072.690430,9025.000000,9027.200195,9027.200195,524
2015-09-23,9101.400391,9232.700195,9099.000000,9191.000000,9191.000000,3653
2015-09-24,9034.389648,9034.389648,8969.990234,9010.500000,9010.500000,949
2015-09-25,9135.000000,9136.000000,8920.980469,8920.980469,8920.980469,568
2015-09-28,8713.099609,8713.099609,8455.000000,8628.139648,8628.139648,1146
2015-09-29,8670.009766,8670.049805,8433.000000,8434.599609,8434.599609,1552
2015-09-30,8575.000000,8675.000000,8509.570313,8635.200195,8635.200195,1365
2015-10-01,8650.000000,8733.000000,8630.000000,8711.809570,8711.809570,1614
2015-10-02,8683.000000,8930.000000,8655.000000,8930.000000,8930.000000,861
2015-10-05,9033.500000,9116.000000,9033.500000,9108.000000,9108.000000,932
2015-10-06,9130.000000,9190.000000,8923.799805,8940.000000,8940.000000,950
2015-10-07,8901.530273,8957.700195,8800.000000,8957.700195,8957.700195,367
2015-10-08,8802.700195,8802.700195,8677.000000,8782.570313,8782.570313,529
2015-10-09,8740.000000,8883.219727,8740.000000,8875.490234,8875.490234,274
2015-10-12,8955.500000,9079.500000,8955.500000,9074.129883,9074.129883,6711
2015-10-13,9128.500000,9146.000000,9099.500000,9145.500000,9145.500000,808
2015-10-14,9130.000000,9130.000000,8950.000000,8978.150391,8978.150391,1416
2015-10-15,9075.000000,9181.500000,9075.000000,9181.500000,9181.500000,781
2015-10-16,9250.000000,9322.000000,9236.000000,9285.309570,9285.309570,2038
2015-10-19,9356.000000,9575.000000,9356.000000,9467.000000,9467.000000,8057
2015-10-20,9370.000000,9370.000000,9223.900391,9272.000000,9272.000000,352
2015-10-21,9414.000000,9414.000000,9217.009766,9250.000000,9250.000000,1093
2015-10-22,9250.000000,9394.000000,9190.000000,9283.589844,9283.589844,9295
2015-10-23,10000.000000,10055.000000,9861.000000,9911.179688,9911.179688,25844
2015-10-26,9935.000000,10078.200195,9885.269531,10069.400391,10069.400391,2804
2015-10-27,10122.500000,10160.000000,10120.200195,10140.000000,10140.000000,3212
2015-10-28,10146.000000,10241.400391,10085.000000,10241.400391,10241.400391,1604
2015-10-29,10305.000000,10418.000000,10305.000000,10418.000000,10418.000000,393
2015-10-30,10410.000000,10431.200195,10353.700195,10353.700195,10353.700195,5383
2015-11-03,10340.000000,10340.000000,10233.599609,10246.299805,10246.299805,1105
2015-11-04,10444.799805,10648.000000,10444.799805,10524.000000,10524.000000,4253
2015-11-05,10637.000000,10878.000000,10637.000000,10856.500000,10856.500000,2336
2015-11-06,11104.700195,11120.000000,11020.000000,11068.000000,11068.000000,2285
2015-11-09,11013.000000,11044.500000,10954.000000,10971.000000,10971.000000,503
2015-11-10,10919.000000,11024.799805,10919.000000,11020.000000,11020.000000,367
2015-11-11,11199.000000,11299.000000,11199.000000,11256.799805,11256.799805,661
2015-11-12,11256.799805,11300.000000,11153.099609,11153.099609,11153.099609,2180
2015-11-13,11095.000000,11107.000000,10740.000000,10745.799805,10745.799805,2019
2015-11-17,10920.000000,10927.000000,10746.900391,10746.900391,10746.900391,899
2015-11-18,10885.000000,11025.000000,10885.000000,11025.000000,11025.000000,572
2015-11-19,10990.000000,11132.000000,10988.000000,11010.000000,11010.000000,929
2015-11-20,10916.000000,11000.000000,10916.000000,11000.000000,11000.000000,1107
2015-11-23,11257.599609,11260.000000,11128.000000,11183.000000,11183.000000,512
2015-11-24,10942.500000,11130.000000,10930.000000,11130.000000,11130.000000,748
2015-11-25,11266.000000,11266.000000,11111.099609,11111.099609,11111.099609,288
2015-11-26,11180.000000,11180.000000,11180.000000,11111.099609,11111.099609,3
2015-11-27,11265.000000,11265.000000,11155.500000,11200.000000,11200.000000,636
2015-11-30,11188.799805,11188.799805,11054.400391,11058.400391,11058.400391,2221
2015-12-01,11060.000000,11245.000000,11060.000000,11234.000000,11234.000000,819
2015-12-02,11287.000000,11345.599609,11188.799805,11188.799805,11188.799805,2781
2015-12-03,11379.200195,11379.200195,11119.000000,11176.000000,11176.000000,444
2015-12-04,11109.000000,11224.000000,11100.000000,11200.000000,11200.000000,1352
2015-12-07,11177.599609,11297.799805,11177.599609,11275.200195,11275.200195,604
2015-12-08,11320.000000,11540.000000,11298.000000,11506.200195,11506.200195,379
2015-12-09,11498.000000,11498.000000,11225.299805,11293.000000,11293.000000,206
2015-12-10,11345.000000,11419.799805,11317.000000,11374.299805,11374.299805,729
2015-12-11,11355.000000,11370.000000,11183.000000,11183.000000,11183.000000,601
2015-12-14,11233.599609,11233.599609,11212.000000,11212.000000,11212.000000,406
2015-12-15,11499.000000,11502.400391,11310.500000,11310.500000,11310.500000,887
2015-12-16,11315.000000,11548.599609,11310.000000,11530.200195,11530.200195,1046
2015-12-17,11590.000000,11615.000000,11439.000000,11471.200195,11471.200195,755
2015-12-18,11476.799805,11476.799805,11353.000000,11385.000000,11385.000000,467
2015-12-21,11408.000000,11408.000000,11364.599609,11364.599609,11364.599609,246
2015-12-22,11445.200195,11465.900391,11373.200195,11405.000000,11405.000000,1484
2015-12-23,11333.000000,11433.000000,11325.000000,11425.500000,11425.500000,666
2015-12-24,11445.000000,11445.000000,11445.000000,11445.000000,11445.000000,11
2015-12-28,11521.500000,11625.000000,11521.500000,11621.500000,11621.500000,451
2015-12-29,11690.000000,11999.000000,11690.000000,11972.799805,11972.799805,7613
2015-12-30,11959.599609,12060.000000,11959.599609,12027.000000,12027.000000,1549
2015-12-31,11913.200195,11913.200195,11800.000000,11800.000000,11800.000000,445
2016-01-04,11690.000000,11690.000000,10903.200195,11033.500000,11033.500000,2711
2016-01-05,11175.000000,11175.000000,10915.000000,11033.000000,11033.000000,1391
2016-01-06,10850.000000,11140.000000,10850.000000,11041.400391,11041.400391,4678
2016-01-07,11010.000000,11058.000000,10746.200195,10834.000000,10834.000000,1619
2016-01-08,11092.500000,11107.000000,10930.000000,10940.000000,10940.000000,2663
2016-01-11,10920.000000,11075.000000,10840.000000,11060.299805,11060.299805,1359
2016-01-12,11044.500000,11244.299805,11044.500000,11070.000000,11070.000000,4054
2016-01-13,10960.000000,10960.000000,10406.000000,10476.799805,10476.799805,1289
2016-01-14,10238.200195,10773.900391,10238.200195,10626.599609,10626.599609,1704
2016-01-15,10521.200195,10521.200195,10335.000000,10473.299805,10473.299805,1359
2016-01-18,10494.200195,10494.200195,10400.000000,10473.299805,10473.299805,15
2016-01-19,10560.000000,10560.000000,10418.200195,10490.000000,10490.000000,2807
2016-01-20,10360.000000,10633.000000,10153.500000,10633.000000,10633.000000,6540
2016-01-21,10790.799805,10900.000000,10780.000000,10790.000000,10790.000000,1393
2016-01-22,10832.400391,11050.000000,10788.200195,10959.000000,10959.000000,1142
2016-01-25,11050.000000,11250.599609,11050.000000,11143.000000,11143.000000,3393
2016-01-26,11143.000000,11143.000000,10950.000000,11058.700195,11058.700195,2786
2016-01-27,10890.000000,10963.000000,10733.700195,10788.299805,10788.299805,6846
2016-01-28,11194.700195,11675.000000,11037.599609,11604.400391,11604.400391,12325
2016-01-29,11000.000000,11000.000000,10460.000000,10614.200195,10614.200195,6290
2016-02-02,10300.000000,10450.000000,10195.000000,10210.000000,10210.000000,9391
2016-02-03,10078.599609,10078.599609,9560.000000,9720.589844,9720.589844,8621
2016-02-04,9520.000000,9770.000000,9478.000000,9758.200195,9758.200195,10031
2016-02-05,9600.000000,9600.000000,9192.799805,9270.799805,9270.799805,4104
2016-02-08,8976.650391,9193.620117,8950.000000,9190.469727,9190.469727,4014
2016-02-09,9190.000000,9321.000000,8951.599609,9163.179688,9163.179688,3865
2016-02-10,9220.000000,9431.089844,9200.000000,9308.780273,9308.780273,2538
2016-02-11,9255.500000,9719.500000,9255.500000,9719.500000,9719.500000,4822
2016-02-12,9817.000000,9817.000000,9542.000000,9596.830078,9596.830078,3099
2016-02-15,9555.000000,9555.000000,9555.000000,9555.000000,9555.000000,30
2016-02-16,9800.000000,9831.000000,9675.719727,9807.040039,9807.040039,4767
2016-02-17,9844.000000,9860.000000,9680.000000,9810.000000,9810.000000,4269
2016-02-18,9820.000000,9820.000000,9660.000000,9672.000000,9672.000000,1040
2016-02-19,9499.000000,9719.400391,9499.000000,9696.000000,9696.000000,364
2016-02-22,9910.839844,10112.500000,9910.839844,10084.900391,10084.900391,1925
2016-02-23,10057.000000,10119.000000,9965.000000,10085.000000,10085.000000,968
2016-02-24,9918.200195,10065.000000,9770.000000,10065.000000,10065.000000,1286
2016-02-25,10065.000000,10065.000000,9942.250000,10056.799805,10056.799805,509
2016-02-26,10145.000000,10160.000000,10093.000000,10145.000000,10145.000000,881
2016-02-29,10103.000000,10175.000000,10029.299805,10029.299805,10029.299805,2029
2016-03-01,10033.000000,10349.900391,10033.000000,10340.099609,10340.099609,6051
2016-03-02,10361.799805,10403.000000,10227.900391,10321.500000,10321.500000,2152
2016-03-03,10341.000000,10359.000000,10290.000000,10359.000000,10359.000000,501
